date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:20:14	24330/24330	---M--	200	added ('OK')	application/javascript	etag:%225f0a-57bb9a8c4b6a0%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/js/custom.js	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/js/custom.js	(from http://localhost/mnazportfolio/)
11:20:15	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:13%20GMT	http://localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.eot	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/bootstrap.min.css)
11:20:15	31819/31819	---M--	200	added ('OK')	application/javascript	etag:%227c4b-4fcb99db6e100%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/js/bootstrap.min.js	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/js/bootstrap.min.js	(from http://localhost/mnazportfolio/)
11:20:16	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:15%20GMT	http://localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regulard41d.eot	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/bootstrap.min.css)
11:20:16	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:16%20GMT	http://localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.woff2	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/bootstrap.min.css)
11:20:16	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:16%20GMT	http://localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.woff	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/bootstrap.min.css)
11:20:17	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:17%20GMT	http://localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.ttf	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/bootstrap.min.css)
11:20:17	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:17%20GMT	http://localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/fonts/glyphicons-halflings-regular.svg	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/bootstrap.min.css)
11:20:24	95785/95785	---M--	200	added ('OK')	application/javascript	etag:%2217629-55f26debf33ed%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/js/jquery-1.10.1.min.js	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/js/jquery-1.10.1.min.js	(from http://localhost/mnazportfolio/)
11:20:27	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dac6-54b08467d6d80%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont.eot?v=4.2.0	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont78ce.eot	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/font-awesome.min.css)
11:20:27	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dac6-54b08467d6d80%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont.eot?	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfontd41d.eot	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/font-awesome.min.css)
11:20:30	287528/287528	---M--	200	added ('OK')	image/svg+xml	etag:%2246328-54b08572de380%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont.svg?v=4.2.0	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont78ce.svg	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/font-awesome.min.css)
11:20:32	43546/43546	---M--	200	added ('OK')	text/css	etag:%22aa1a-56969e49a719d%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/css/styles.css	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/css/styles.css	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/style.css)
11:20:32	65452/65452	---M--	200	added ('OK')	application/font-woff	etag:%22ffac-54b084d48ee00%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont.woff?v=4.2.0	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont78ce.woff	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/font-awesome.min.css)
11:20:32	4668/4668	---M--	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202017%2010:20:30%20GMT	http://localhost/mnazportfolio/wp-content/themes/portfolio/images/	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/images/index.html	(from http://localhost/mnazportfolio/contact/)
11:20:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:20:32%20GMT	http://localhost/mnazportfolio/portfolio/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/contact	(from http://localhost/mnazportfolio/portfolio/)
11:20:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:20:33%20GMT	http://localhost/mnazportfolio/portfolio/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/contact	(from http://localhost/mnazportfolio/portfolio/)
11:20:34	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:33%20GMT	http://localhost/mnazportfolio/portfolio/twitter.com	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/twitter.com	(from http://localhost/mnazportfolio/portfolio/)
11:20:35	14528/14528	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202017%2010:20:33%20GMT	http://localhost/mnazportfolio/portfolio/category/design/	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/category/design/index.html	(from http://localhost/mnazportfolio/portfolio/)
11:20:36	11333/11333	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202017%2010:20:34%20GMT	http://localhost/mnazportfolio/portfolio/category/websites/	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/category/websites/index.html	(from http://localhost/mnazportfolio/portfolio/)
11:20:36	8877/8877	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202017%2010:20:34%20GMT	http://localhost/mnazportfolio/portfolio/category/apps/	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/category/apps/index.html	(from http://localhost/mnazportfolio/portfolio/)
11:20:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:20:36%20GMT	http://localhost/mnazportfolio/portfolio	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio	(from http://localhost/mnazportfolio/about/)
11:20:36	11458/11458	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202017%2010:20:35%20GMT	http://localhost/mnazportfolio/portfolio/page/2/	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/page/2/index.html	(from http://localhost/mnazportfolio/portfolio/)
11:20:37	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:36%20GMT	http://localhost/mnazportfolio/about/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/about/contact	(from http://localhost/mnazportfolio/about/)
11:20:37	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:37%20GMT	http://localhost/mnazportfolio/about/twitter.com	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/about/twitter.com	(from http://localhost/mnazportfolio/about/)
11:20:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:20:37%20GMT	http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/contact	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:20:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:20:37%20GMT	http://localhost/mnazportfolio/portfolio	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:20:38	112160/112160	---M--	200	added ('OK')	application/x-font-ttf	etag:%221b620-54b084eb72400%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont.ttf?v=4.2.0	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/css/fonts/fontawesome/fontawesome-webfont78ce.ttf	(from http://localhost/mnazportfolio/wp-content/themes/portfolio/css/font-awesome.min.css)
11:20:40	9576/9576	---M--	200	added ('OK')	image/png	etag:%222568-55b1c5e6d0131%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/thumbnail-LOGO-DESIGN-FOR-AMERICAN-WEB-SITE-logo.png	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/thumbnail-LOGO-DESIGN-FOR-AMERICAN-WEB-SITE-logo.png	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:20:41	16587/16587	---MC-	200	added ('OK')	text/html	date:Thu,%2027%20Feb%202017%2010:20:40%20GMT	http://localhost/mnazportfolio/portfolio/logo-design-for-american-web-site/	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/logo-design-for-american-web-site/index.html	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:20:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:20:41%20GMT	http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/contact	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:20:42	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:20:42%20GMT	http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/twitter.com	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/twitter.com	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:20:46	19021/19021	---M--	200	added ('OK')	application/javascript	etag:%224a4d-55f26ec7a191c%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/js/jquery.bxslider.min.js	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/js/jquery.bxslider.min.js	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:20:46	2960/2960	---M--	200	added ('OK')	text/css	etag:%22b90-55b4881bd582a%22	http://localhost/mnazportfolio/wp-content/themes/portfolio/css/jquery.bxslider.css	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/themes/portfolio/css/jquery.bxslider.css	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:20:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:20:46%20GMT	http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/contact	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/)
11:20:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:20:46%20GMT	http://localhost/mnazportfolio/portfolio	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/)
11:21:22	278931/278931	---M--	200	added ('OK')	image/jpeg	etag:%2244193-55d77ae99a8c9%22	http://localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-blog-responsive-website-design.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-blog-responsive-website-design.jpg	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:21:24	282500/282500	---M--	200	added ('OK')	image/jpeg	etag:%2244f84-55d77b2d0ab86%22	http://localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-blog-responsive-website-UI-2.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-blog-responsive-website-UI-2.jpg	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:21:28	309976/309976	---M--	200	added ('OK')	image/jpeg	etag:%224bad8-55d77b1fc83d3%22	http://localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-blog-responsive-website-UI.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-blog-responsive-website-UI.jpg	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-blog-responsive-website/)
11:21:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:21:28%20GMT	http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/contact.3a.delayed	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/)
11:21:29	263945/263945	---M--	200	added ('OK')	image/jpeg	etag:%2240709-55d778635f8cb%22	http://localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-portfolio-responsive-website-design.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-portfolio-responsive-website-design.jpg	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/)
11:21:29	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:21:29%20GMT	http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/twitter.com	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/twitter.com	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/)
11:21:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:21:29%20GMT	http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/contact	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:21:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:21:30%20GMT	http://localhost/mnazportfolio/portfolio	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:21:45	90811/90811	---M--	200	added ('OK')	image/jpeg	etag:%22162bb-55bfa5b76b9e2%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Branding-Design-Logo.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Branding-Design-Logo.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:21:52	134006/134006	---M--	200	added ('OK')	image/jpeg	etag:%2220b76-55bfa5c3ca8c0%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Branding-Design-Logo-.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Branding-Design-Logo-.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:22:07	267337/267337	---M--	200	added ('OK')	image/jpeg	etag:%2241449-55d778846fa82%22	http://localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-portfolio-responsive-website-design-UI-2.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-portfolio-responsive-website-design-UI-2.jpg	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/)
11:22:10	110003/110003	---M--	200	added ('OK')	image/jpeg	etag:%221adb3-55bfa6886e959%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Page-Facebook-Water-Mark.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Page-Facebook-Water-Mark.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:22:11	307472/307472	---M--	200	added ('OK')	image/jpeg	etag:%224b110-55d7787558661%22	http://localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-portfolio-responsive-website-design-UI.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/11/Mohcine-NAZRHAN-portfolio-responsive-website-design-UI.jpg	(from http://localhost/mnazportfolio/portfolio/mohcine-nazrhan-portfolio-responsive-website/)
11:22:15	186849/186849	---M--	200	added ('OK')	image/jpeg	etag:%222d9e1-55bfa60ac7f31%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Page-Facebook-Cover-Design-.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Page-Facebook-Cover-Design-.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:22:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:22:15%20GMT	http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/contact.45.delayed	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:22:16	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:22:15%20GMT	http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/twitter.com	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/twitter.com	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:22:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:22:16%20GMT	http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/contact	(from http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/)
11:22:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:22:16%20GMT	http://localhost/mnazportfolio/portfolio	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio	(from http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/)
11:22:28	68402/68402	---M--	200	added ('OK')	image/jpeg	etag:%2210b32-55bfa7ed3bbf1%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/Logo-for-Play-Again-youtube-channel-.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/Logo-for-Play-Again-youtube-channel-.jpg	(from http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/)
11:22:35	154353/154353	---M--	200	added ('OK')	image/jpeg	etag:%2225af1-55bfa6e99defe%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Business-Card-Design.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Business-Card-Design.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:22:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:22:35%20GMT	http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/contact.4b.delayed	(from http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/)
11:22:35	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:22:35%20GMT	http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/twitter.com	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/twitter.com	(from http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/)
11:22:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:22:36%20GMT	http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/contact	(from http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/)
11:22:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:22:36%20GMT	http://localhost/mnazportfolio/portfolio	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio	(from http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/)
11:22:37	54170/54170	---M--	200	added ('OK')	image/jpeg	etag:%22d39a-55bfa7f70b5d5%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/Logo-for-Play-Again-youtube-channel.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/Logo-for-Play-Again-youtube-channel.jpg	(from http://localhost/mnazportfolio/portfolio/logo-for-play-again-youtube-channel/)
11:22:44	48093/48093	---M--	200	added ('OK')	image/jpeg	etag:%22bbdd-55bfa910bae93%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/Branding-Design-for-Premium-Store-Facebook-Page.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/Branding-Design-for-Premium-Store-Facebook-Page.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/)
11:22:53	289289/289289	---M--	200	added ('OK')	image/jpeg	etag:%2246a09-55bfa6b676f32%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Page-Facebook-Post-Design.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Page-Facebook-Post-Design.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:22:55	113681/113681	---M--	200	added ('OK')	image/jpeg	etag:%221bc11-55bfa919f6155%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/Branding-Design-for-Premium-Store-Facebook-Page-.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/Branding-Design-for-Premium-Store-Facebook-Page-.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/)
11:23:02	106769/106769	---M--	200	added ('OK')	image/jpeg	etag:%221a111-55bfa93fa80ca%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/Premium-Store-Facebook-Page-Water-Mark-Logos.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/Premium-Store-Facebook-Page-Water-Mark-Logos.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/)
11:23:02	316459/316459	---M--	200	added ('OK')	image/jpeg	etag:%224d42b-55bfa6f870d4f%22	http://localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Facebook-Brand-Page.jpg	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/wp-content/uploads/2017/01/My-Watchs-Facebook-Brand-Page.jpg	(from http://localhost/mnazportfolio/portfolio/branding-design-for-my-watchs-facebook-page/)
11:23:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:23:02%20GMT	http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/contact.55.delayed	(from http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/)
11:23:03	7132/7132	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2027%20Feb%202017%2010:23:02%20GMT	http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/twitter.com	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/twitter.com	(from http://localhost/mnazportfolio/portfolio/branding-design-for-premium-store-facebook-page/)
11:23:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2027%20Feb%202017%2010:23:03%20GMT	http://localhost/mnazportfolio/portfolio/logo-design-for-spanish-clothing-brand/contact	C:/My%20Web%20Sites/mnazportfolio/localhost/mnazportfolio/portfolio/logo-design-for-spanish-clothing-brand/contact	(from http://localhost/mnazportfolio/portfolio/logo-design-for-spanish-clothing-brand/)
